# sourceSeal=1116fa8 draws=24 — S242/GRB-04. Distinct ANSWERS, not distinct widgets.
# constant = many prompts, one answer: re-asking cannot measure anything. Some are legitimate
# invariance lessons and some are decoration; the distinction has to be read, not computed.
generator,form,widgetType,verdict,distinctPrompts,distinctAnswers,topAnswerShare,topAnswer,examplePrompt
measure-word,unitMix,numeric,rich,20,8,0.21,4,A stand makes 5 L of lemonade in one jug and 5 000 mL in another (1 000 mL = 1 L). They se
area-compose,plusSign,numeric,rich,20,17,0.13,19,A plus-sign is built from a center square of area 8 and four arms  each of area 5. What is
fn-evaluate,mulOnly,numeric,rich,20,15,0.13,28,For f(x) = 3x  what is f(7)?
decimal-compute,divCompute,numeric,rich,20,10,0.21,9,Compute 7.7 ÷ 0.7.
negative-intro,absoluteNumeric,numeric,rich,20,18,0.21,7,What is |-7|?
grouping-first,wordSubtractMultiply,numeric,rich,20,19,0.13,33,“Subtract 4 from 13  then multiply by 2” is (13 − 4) × 2. What does it equal?
decimal-shift-divide,shiftBoth,placeValueTransformLab,rich,20,10,0.17,9,2.1 ÷ 0.7 — shift both one place to get 21 ÷ 7. What is the quotient?
power-ten-exponent,threeStep,placeValueTransformLab,rich,20,8,0.29,1,10⁷ × 10⁻⁸ ÷ 10⁻² = 10^x. What is x?
eval-expression,default,numeric,rich,20,17,0.13,28,Evaluate 3x − 3 at x = 4.
linear-predict,default,numeric,rich,20,13,0.17,13,A line of best fit is y = 2x + 7. Predict y when x = 3.
circle-sector,arcMeasure,numeric,rich,20,8,0.29,180,A circle has radius 6  and an arc on it has length 7.54. Find the arc's degree measure (2 
metric-convert,customary,numeric,rich,20,15,0.21,7,2 gal = how many qt? (1 gal = 4 qt)
metric-convert,rrMinutesSeconds,numeric,rich,20,20,0.13,300,How many seconds are in 5 minutes?
coordinate-plot,cgYCoordinate,numeric,rich,20,8,0.25,8,A point is 3 units right and 2 units up. What is its y-coordinate?
coordinate-plot,cgPathLength,pointSetReasoningLab,rich,20,9,0.29,9,A walker goes from (1  2) straight north to (1  8)  then straight east to (9  8). How many
matrix-apply,swap,pointEntry,rich,20,20,0.08,[5 4],Apply [[0  1]  [1  0]] to ⟨1  5⟩.
share-division,eachShare,numeric,rich,20,7,0.33,7,18 grapes are shared equally among 3 kids. How many grapes does each kid get?
triangle-area-calc,slantDistractor,numeric,rich,20,12,0.13,40,A tilted triangle has base 8  a slanted side of length 5  and a perpendicular height of 4.
independence-test,factory,numeric,rich,20,14,0.21,64,A factory makes 4000 items. 40% come from machine A  and 4% of all items are defective. If
extrema-value,absMinValue,numeric,rich,20,8,0.25,3,y = |x − 8| + 1 has an absolute minimum. What is its VALUE?
prism-surface-area,default,numeric,rich,20,15,0.17,96,A prism is 4 long and its triangle's three sides are 5  12  and 13. What is the total area
perimeter,gardenFence,numeric,rich,20,12,0.17,30,A rectangular garden is 10 m long and 9 m wide. How many meters of fencing enclose it?
zero-pattern,zeroProductA,numeric,rich,20,17,0.13,240,7 × 90 = ?
line-plot,quarterNumerator,numeric,rich,20,13,0.17,18,A line plot has 1 mark at 1/4 ft  4 at 1/2 ft  and 3 at 3/4 ft. Write the total as ?/4 ft.
tiling,unequalRows,numeric,rich,20,11,0.21,9,A shape is covered with unit squares: 6 squares in the top row and 3 in the bottom row. Wh
tiling,equalRows,numeric,rich,20,16,0.17,20,A patio has 6 equal rows of 6 unit-square tiles  with no gaps or overlaps. What is its are
commutativity,arrayBuild,buildExpression,rich,20,20,0.13,[ 2   ×   4 ],A poster shows 2 rows with 4 stars in each row. Build a multiplication for the total stars
distributive,rowsSold,numeric,rich,20,15,0.17,20,A bakery tray holds 8 rows with 7 rolls in each row. 3 full rows are sold. How many rolls 
mult-patterns,timesTableStep,numeric,rich,20,12,0.21,24,Maya stands on the square 5 × 4 in the times table. Maya moves one row down  staying in th
g7-read-scale,scaleFence,numeric,rich,20,18,0.17,12,At the scale 1 cm = 3 m  a fence measures 5 cm in the drawing. How long is the real fence 
g7-read-scale,scaleCompare,numeric,rich,20,9,0.21,8,On a 1 cm = 2 m plan  Room A measures 8 cm and Room B measures 3 cm. How many real meters 
g7-scaled-area,roomScaledArea,geometricConstraintLab,rich,20,18,0.17,48,A room measures 2 cm × 3 cm on a plan with scale 1 cm = 2 m. What is the real area  in squ
pr-unit-rate-g7,rrRateDiscount,proportionalReasoningLab,rich,20,17,0.08,18,Fruit costs $6 per pound. You buy 4 pounds  then take 25% off the total. What is the final
pr-constant-k-g7,rrEquivalentScale,numeric,rich,20,16,0.13,35,A recipe uses 4 cups flour for every 5 cups milk. A batch uses 8 cups flour. How many cups
pr-graph-rate-g7,graphStoryRead,pointSetReasoningLab,rich,20,8,0.21,3,The graphed point (4  24) represents a printer producing 24 pages in 4 minutes. What is th
g7-signed-addition,diffNeg,numeric,rich,20,10,0.21,-8,−14 + 6 = ?
g7-signed-multiply-divide,default,numeric,rich,20,18,0.13,42,−6 × (−5) = ?
g7-tse-expression-build,tseCombineDiff,buildExpression,rich,20,7,0.25,[ -   6   x ],Simplify: 5x - 11x
g7-tse-expression-build,tseCombineSameNeg,buildExpression,rich,20,13,0.17,[ -   15   x ],Simplify: -8x - 6x
g7-tse-balance-solve,tseBalanceC,solveBalance,rich,20,8,0.25,{ leftX :1  leftUnits :0  rightUnits :7},Solve 6x + 1 = 13 on the balance. Remove equal tiles from both pans  then split into equal
g7-sp-sampling-bias,default,mcq,rich,20,13,0.17,Randomly select 200 residents from the c,A city wants to know how residents feel about a proposed public park. Which method is leas
g8-esn-root-context,esnRootSquare,numeric,rich,20,15,0.13,9,A square patio has an area of 100 square feet. What is its side length  in feet?
g8-tm-transversal,default,numeric,rich,20,20,0.13,36,A transversal crosses two parallel lines. One alternate interior angle is 100°. What is th
g8-les-substitution-method,lesSubstituteAffine,numeric,rich,20,11,0.13,5,Solve the system y = 2x − 2 and x + y = 13. What is x?
g8-les-systems-word,lesWordPurchase,affineRelationshipLab,rich,20,11,0.17,3,A pen and a book cost $7 together. The book costs $1 more than 2 times the pen. Using y = 
g8-fn-constant-slope,fgSlopeSimilarTriangles,numeric,rich,20,15,0.13,8,A small slope triangle has rise 4 and run 2. A similar triangle on the same line has run 6
g8-fn-constant-slope,default,numeric,rich,20,16,0.21,6,A small slope triangle has rise 4 and run 1. A similar triangle on the same line has run 2
k0-add-subtract,KoaTakeAwayNumeric,numeric,rich,20,7,0.33,3,There are 5 cookies. You eat 3. How many cookies are left?
k0-add-subtract,KoaSubActOutNumeric,numeric,rich,20,7,0.29,3,5 children are playing. 2 go home. How many children are still playing?
g1-add-subtract,EqualSignNumeric,numeric,rich,20,7,0.21,3,Make both sides equal: 5 + 4 = 6 + ?
g1-add-subtract,PartWholeNumeric,numeric,rich,20,11,0.25,11,9 red counters and 9 blue counters. How many counters in all?
g1-counting-120,CountSequenceNumberLineHop,numberLineHop,rich,20,20,0.08,72,What number comes right after 20? Hop one forward and tap where you land.
g1-counting-120,SkipTenNumeric,numeric,rich,20,20,0.13,107,Skip-count one ten: 20 + 10 = ?
g1-tens-ones,TnoBlocksNumeric,numeric,rich,20,20,0.08,11,9 ten-rods and 0 one-cubes show what number?
g2-place-value-1000,Pv1000SkipFivesNumeric,numeric,rich,20,20,0.08,865,Skip-count by 5s: 790  795  800  ___?
g3-mult-fluency,MultFactFamilyNumeric,numeric,rich,20,13,0.21,8,Fact family 6  7  42: knowing 6 × 7 = 42  what is 7 × 6?
g3-div-fluency,DivThinkMultNumeric,numeric,rich,20,8,0.25,9,72 ÷ 8 = ? Think: 8 × ? = 72.
g4-fractions,faSimplifyNumeric,numeric,rich,20,8,0.46,1,Simplify 3/6 to lowest terms. What is the simplified numerator?
g4-decimals,dAddTenthHundredthNumeric,numeric,rich,20,20,0.08,0.57,Add 0.3 + 0.03. Write the sum as a decimal.
a1-exponential,exp-vs-linear__numeric,exactNumberLab,rich,20,19,0.13,162,For the exponential f(x) = 6 · 3^x  find f(3).
a1-polynomials,factor-trinomial__numeric,numeric,rich,20,7,0.29,3,For x^2 + 8x + 15  find the smaller of the two integers that multiply to 15 and add to 8.
a1-polynomials,poly-special-products__mcq,mcq,rich,20,12,0.17,x^2 + 14x + 49,Expand (x + 7)(x + 7).
a1-functions-sequences,fn-choose-formula__numeric,numeric,rich,20,17,0.13,320,A geometric sequence has a1 = 5 and common ratio 4. What is a7?
a1-linear-functions,intercepts__buildExpression,buildExpression,rich,20,20,0.08,[ y =   5x   - 6 ],Build the equation of the line with slope 3 and y-intercept 1.
a1-solving-equations,literal-frac__numeric,numeric,rich,20,9,0.21,8,A triangle has area 10.5 and base 7. Find its height.
a2-complex,cn-complex-plane__plotPoint,plotPoint,rich,20,20,0.08,[{ x :1  y :3}],Plot z = -3 − 1i.
a2-radicals,re-domains__numeric,exactNumberLab,rich,20,10,0.17,-1,The domain of f(x)=√(3x + 6) is x≥q. Find q.
a2-series,sr-geo-apply__numeric,numeric,rich,20,20,0.13,605,A geometric payout starts at 5 and multiplies by 2 each week for 7 weeks. Find the total.
a2-series,sr-inf-apply__numeric,numeric,rich,20,18,0.13,45,A ball drops 6 m and rebounds 3/4 of each previous height. Count all upward and later down
g6-center-spread,ddCapMean,numeric,rich,19,14,0.17,10,A data set has sum 28 across 7 observations. What is the mean?
prob-fraction,spinner,fractionEntry,rich,19,16,0.13,{ whole :0  num :5  den :6},A spinner has 8 equal sections  3 of them blue. What is the probability of landing on blue
parabola-shifted,focusY,numeric,rich,19,8,0.33,5,For (x + 3)² = 8(y − 4)  what is the y-coordinate of the focus?
sr-recursive,affine,numeric,rich,19,15,0.13,11,Using a₁ = 3  aₙ = 2·aₙ₋₁ − 1  what is a₃?
cn-conjugate,product,numeric,rich,19,14,0.17,13,What is (4 + 2i)(4 − 2i)?
cn-disc-repeat,default,numeric,rich,19,16,0.13,-11,For x² − 3x + 5 = 0  what is the discriminant?
cn-solve-any,shiftedSquare,numeric,rich,19,13,0.13,7,Solve (x − 3)² = 16. What is the LARGER solution?
frac-multiply,noticeShared,fractionEntry,rich,19,9,0.25,{ whole :0  num :1  den :2},2/9 × 9/4 = ? (notice the 9s)
frac-multiply,unitGrid,fractionGrid,rich,19,19,0.13,{ rows :2  cols :3  shadeR :1  shadeC :1,1/2 × 1/5 = ? Build the first factor with rows and the second with columns.
pq-kite,kiteArea,numeric,rich,19,18,0.13,60,A kite has diagonals 8 and 10. Its area = ?
pq-kite,solveDiagonal,numeric,rich,19,8,0.29,12,A kite must enclose 60 cm² of fabric  and one diagonal (the spine) is 10 cm. How long must
pq-para-angle,consecutive,numeric,rich,19,19,0.13,124,Same parallelogram (∠A = 46°). Find ∠B (consecutive to ∠A).
gf-segment-add,halfToWhole,numeric,rich,19,19,0.13,42,M is the midpoint of segment AB  and AM = 11. Find AB.
fn-arith-seq,nthNeg,numeric,rich,19,15,0.17,30,For a_1 = 40  d = -5  what is the 8th term?
fraction-of,bareOf,numeric,rich,19,9,0.21,6,What is 3/5 of 15?
grouping-first,mulGroup,exactNumberLab,rich,19,12,0.17,40,What is 5 × (5 + 2)?
grouping-first,powerMulEval,evalOrder,rich,19,19,0.13,12,Evaluate 4 × 5^2. Tap an operator to work it out.
grouping-first,default,exactNumberLab,rich,19,14,0.21,12,What is (7 − 2) × 3?
decimal-shift-divide,bareDivide,placeValueTransformLab,rich,19,9,0.21,3,2.1 ÷ 0.3. What is the quotient?
power-product,sumPowers,numeric,rich,19,14,0.13,13,Evaluate 5^2 + 7^2.
lcm-pair,gcfContext,numeric,rich,19,9,0.29,5,A teacher has 10 red counters and 15 blue counters. She makes identical groups with one co
lcm-pair,gcfThree,numeric,rich,19,9,0.25,3,Find the greatest common factor of 12  16  and 20.
variable-meaning,shirtsCost,numeric,rich,19,15,0.17,16,Shirts cost $4 each: cost = 4 × shirts. If someone buys 4 shirts  what is the total cost?
geo-series,default,numeric,rich,19,19,0.08,90,a₁ = 6  r = 2  n = 4. Find S₄.
circle-sector,sectorArea,numeric,rich,19,19,0.13,31.68,Radius 5  central angle 45°. Sector area (2 decimals) = ?
subtract-within-20,factFamily,numeric,rich,19,11,0.17,8,11 − 3 = ? (Think: ? + 3 = 11.)
angle-sum,missing,numeric,rich,19,19,0.08,25,Two angles sit on a straight line. One is 54°. What is the other?
unit-frac-divide,wholeCountNumeric,numeric,rich,19,15,0.17,18,4 ÷ 1/4: how many 1/4 pieces fit in 4?
fraction-meaning,default,fractionEntry,rich,19,8,0.25,{ whole :0  num :1  den :4},3 kids fair-share one pizza. Each kid's share is…
decimal-representation,wordBuildMixed,buildExpression,rich,19,19,0.13,[ six   and   nine   tenths ],Build the place-value reading of 6.9.
decimal-representation,wordToDecimal,numeric,rich,19,19,0.13,0.3,Write “fourteen hundredths” as a decimal.
line-plot-frac,default,fractionEntry,rich,19,11,0.17,{ whole :1  num :3  den :4},Total length of all ribbons in the plot (1/4 → XX  1/2 → XX  3/4 → —)?
sci-compute,divide,buildExpression,rich,19,8,0.29,[ 5   ×   10⁻³ ],(2 × 10⁵) ÷ (5 × 10⁸) = ?
coordinate-plot,default,pointEntry,rich,19,19,0.13,[8 2],Which ordered pair names the point 9 units right and 8 units up from the origin?
matrix-apply,default,pointEntry,rich,19,19,0.08,[3 -2],Apply [[1  0]  [0  −1]] to ⟨1  5⟩.
second-deriv-poly,default,numeric,rich,19,14,0.21,14,f(x) = x³ − 4x². Find f″(3).
inscribed-angle,arcFromAngle,numeric,rich,19,19,0.08,98,An inscribed angle measures 43°. The arc it opens onto measures ?
area-formula-pick,default,numeric,rich,19,16,0.25,56,A PARALLELOGRAM has base 6 and height 7 (same numbers as before). What is its area?
independence-def,formulaIndependent,numeric,rich,19,7,0.21,0.6,P(A) = 0.3  P(B) = 0.7  P(A ∩ B) = 0.21. Find **P(A | B)**.
composite-tri,default,numeric,rich,19,16,0.17,18,A house's triangular roof has base 13 and height 6. What is the roof's area?
range-floor,default,numeric,rich,19,15,0.13,-3,What is the minimum output of y = x² − 7?
stretch-scale,default,numeric,rich,19,17,0.13,-9,On the graph of y = −3√x  what is y when x = 9?
times-nine,theaterSeats,numeric,rich,19,19,0.08,42,A theatre has 9 rows with 9 seats in each row. Tonight 5 seats are empty. How many people 
box-volume,singleLayer,numeric,rich,19,18,0.13,8,One layer has 2 rows of 4 unit cubes. How many cubic units are in the layer?
equivalent-fractions,cupMark,numeric,rich,19,7,0.29,4,A recipe says  fill the cup to 2/3 . Ari's cup only has TWELFTH marks (?/12). Which mark s
unit-trading,tensAndOnes,numeric,rich,19,19,0.08,32,A jar holds 7 tens and 14 ones. What number is that?
mult-tens,tensProductB,numeric,rich,19,14,0.17,240,5 × 80 = ?
g7-circle-parts,radiusDifference,numeric,rich,19,7,0.25,4,A large circle has diameter 14 and a small circle has diameter 10. How much longer is the 
g7-circle-area,cylinderFromBase,numeric,rich,19,19,0.08,216,A cylinder has radius 6 and height 6. Using A = πr² for its circular base  what is the vol
pr-constant-k-g7,constantUse,proportionalReasoningLab,rich,19,16,0.13,15,A proportional table has constant of proportionality 5. When x = 3  what is y?
pr-constant-k-g7,rrRatioScale,numeric,rich,19,14,0.21,35,A bowl has 2 apples for every 3 oranges. When it has 6 apples  how many oranges keep the r
pr-constant-k-g7,rrSimplifyBuild,buildExpression,rich,19,7,0.21,[ 2   :   3 ],A garden has 6 tulips and 9 roses. Build the ratio of tulips to roses in simplest form.
pr-constant-k-g7,rrPartWholeWhich,mcq,rich,19,7,0.21,3 of every 8 students chose art,Which statement is a PART-TO-WHOLE comparison?
pr-constant-k-g7,rrTableMissingFirst,numeric,rich,19,15,0.17,9,A table for 4 : 5 has the row ? : 20. What is the missing first number?
pr-constant-k-g7,rrDoubleLineLarge,numeric,rich,19,15,0.17,40,A double number line aligns 15 laps with 25 minutes. How many minutes align under 24 laps?
pr-percent-change-g7,percentDecrease,numeric,rich,19,7,0.21,-25,A price falls from 40 to 32. What is the percent change? Enter a decrease as a negative pe
pr-percent-change-g7,default,numeric,rich,19,7,0.25,25,A price rises from 60 to 72. What is the percent change?
g7-complementary,cornerThree,numeric,rich,19,9,0.17,60,Three angles fit inside one square corner. Two measure 10° and 15°. What is the third angl
g8-esn-place-value,esnPlacePositive,placeValueTransformLab,rich,19,19,0.08,8000,6 × 10² = ?
g8-tm-cone-volume,tmConeA,numeric,rich,19,16,0.13,8,A cone has radius 2 and height 6. What is its volume as a number times π?
g8-fn-vertical-line,fgVltSort,dragBucket,rich,19,19,0.08,{ y = 6x + 7 : Passes   y = (x − 8)² + 7,Sort each equation by whether its graph passes the vertical-line test.
k0-add-subtract,KoaFingersNumeric,numeric,rich,19,9,0.17,9,Hold up 5 fingers on one hand and 4 on the other. How many fingers are up?
g0-counting,countSubtractLine,numberLineHop,rich,19,9,0.21,3,Start at 4. Hop back once by 1. Where do you land?
g0-shapes-sorting,shapeAnyWayTap,tapDiagram,rich,19,9,0.17,[ g1   g2   g3 ],Tap every circle  even when its size or direction is different.
g1-add-subtract,FactFamilyNumeric,numeric,rich,19,8,0.25,2,Fact family 4  6  10: 10 − 4 = ?
g2-measure-money-time,MmtLengthDifferenceNumeric,numeric,rich,19,8,0.25,2,One object is 15 inches long and another is 8 inches long. How many inches longer is the f
g2-measure-money-time,MmtLinePlotNumeric,numeric,rich,19,10,0.17,8,A line plot shows 3 X marks above 4. How many data points are at 4?
g2-measure-money-time,MmtRulerReadNumeric,numeric,rich,19,8,0.33,8,An object starts at 4 and ends at 10 on an inch ruler. How long is it?
g2-place-value-1000,Pv1000SkipTensNumeric,numeric,rich,19,19,0.13,260,Skip-count by 10s: 230  240  250  ___?
g4-decimals,dTenthsFractionMcq,mcq,rich,19,8,0.38,7/10,Which fraction names the same amount as 0.7?
g4-decimals,dFractionToDecimalNumeric,numeric,rich,19,18,0.13,0.3,Write the fraction 6/10 as a decimal.
a1-exponential,exp-compare__numeric,exactNumberLab,rich,19,17,0.21,32,Evaluate g(x) = 1 · 4^x at x = 3.
a1-quadratics,quad-factor-solve__numeric,numeric,rich,19,7,0.25,3,Solve x^2 − 2x − 8 = 0. What is the larger solution?
a1-radicals,rad-simplify-factor__numeric,exactNumberLab,rich,19,8,0.25,4,Simplify sqrt(128) = a · sqrt(2). Find a.
a2-complex,cn-build-quad__buildExpression,buildExpression,rich,19,19,0.08,[ x²   + 2x   + 5   = 0 ],Build the monic quadratic whose roots are 3 + 2i and 3 − 2i.
a2-complex,cn-formula-complex__buildExpression,buildExpression,rich,19,19,0.08,[ x = -3 + 4i   or   x = -3 − 4i ],Build both solutions of x² + 6x + 25 = 0.
