# S242 / MPB-05 before-and-after sweep. Generated by scripts/audit/derivative-island-sweep.mts
# `before`/`after` list the island SOURCES separated by U+22C2; a string is listed only if they differ.
source,owner,unit,field,surface,verdict,before,after,text
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:stretch","widget.fallbackFeedback","arithmetic-off","gained-derivative","12 ≠ 0","dx/dt ⟂ dy/dt ⟂ 12 ≠ 0","dx/dt = 2t − 4 = 0 → t = 2, where dy/dt = 12 ≠ 0: a vertical tangent."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:stretch","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","At t = 0 it is dy/dt = 3t² that vanishes, not dx/dt — that gives a horizontal tangent, not a vertical one."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:stretch","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","","dx/dt","Check dx/dt = 2t − 4: at t = 4 that is 4, not 0. It vanishes at t = 2."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:stretch","widget.fallbackFeedback","arithmetic-off","gained-derivative","12 ≠ 0","dx/dt ⟂ dy/dt ⟂ 12 ≠ 0","dx/dt = 2t − 4 = 0 → t = 2, where dy/dt = 12 ≠ 0: a vertical tangent."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:support","widget.prompt","arithmetic-off","gained-derivative","","dy/dx ⟂ d²y/dx²","x = t², y = t³, so dy/dx = 3t/2. Find d²y/dx² at t = 2.

Reasoning check: Mark the known quantities, then choose the operation or theorem that connects them."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:support","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","3/2","d²y/dt² ⟂ d²x/dt² ⟂ dx/dt ⟂ 3/2","That is the shortcut (d²y/dt²)/(d²x/dt²) = 6t/2 = 3t, and it is WRONG. The second derivative is the derivative of the SLOPE with respect to t, divided by dx/dt: (3/2)/(4) = 0.375."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:support","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","3/2","d/dt[dy/dx] ⟂ 3/2 ⟂ dx/dt","That is d/dt[dy/dx] = 3/2. It must still be divided by dx/dt = 2t = 4."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:support","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","","dy/dx","That is dy/dx itself at t = 2, not its derivative."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:support","widget.fallbackFeedback","arithmetic-off","gained-derivative","3/2","d/dt[3t/2] ⟂ 3/2 ⟂ dx/dt","d/dt[3t/2] = 3/2, and dividing by dx/dt = 4 gives 0.375."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:support","widget.prompt","arithmetic-off","gained-derivative","","dy/dx ⟂ d²y/dx²","x = t², y = t³, so dy/dx = 3t/2. Find d²y/dx² at t = 2.

Reasoning check: Translate the graph, table, or expression into one precise relationship first."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:support","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","3/2","d²y/dt² ⟂ d²x/dt² ⟂ dx/dt ⟂ 3/2","That is the shortcut (d²y/dt²)/(d²x/dt²) = 6t/2 = 3t, and it is WRONG. The second derivative is the derivative of the SLOPE with respect to t, divided by dx/dt: (3/2)/(4) = 0.375."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:support","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","3/2","d/dt[dy/dx] ⟂ 3/2 ⟂ dx/dt","That is d/dt[dy/dx] = 3/2. It must still be divided by dx/dt = 2t = 4."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:support","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","","dy/dx","That is dy/dx itself at t = 2, not its derivative."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:support","widget.fallbackFeedback","arithmetic-off","gained-derivative","3/2","d/dt[3t/2] ⟂ 3/2 ⟂ dx/dt","d/dt[3t/2] = 3/2, and dividing by dx/dt = 4 gives 0.375."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:support","widget.prompt","arithmetic-off","gained-derivative","","dy/dx ⟂ d²y/dx²","x = t², y = t³, so dy/dx = 3t/2. Find d²y/dx² at t = 2.

Reasoning check: Translate the graph, table, or expression into one precise relationship first."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:support","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","3/2","d²y/dt² ⟂ d²x/dt² ⟂ dx/dt ⟂ 3/2","That is the shortcut (d²y/dt²)/(d²x/dt²) = 6t/2 = 3t, and it is WRONG. The second derivative is the derivative of the SLOPE with respect to t, divided by dx/dt: (3/2)/(4) = 0.375."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:support","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","3/2","d/dt[dy/dx] ⟂ 3/2 ⟂ dx/dt","That is d/dt[dy/dx] = 3/2. It must still be divided by dx/dt = 2t = 4."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:support","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","","dy/dx","That is dy/dx itself at t = 2, not its derivative."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:support","widget.fallbackFeedback","arithmetic-off","gained-derivative","3/2","d/dt[3t/2] ⟂ 3/2 ⟂ dx/dt","d/dt[3t/2] = 3/2, and dividing by dx/dt = 4 gives 0.375."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:core","widget.prompt","arithmetic-off","gained-derivative","","dy/dx ⟂ d²y/dx²","x = t², y = t³, so dy/dx = 3t/2. Find d²y/dx² at t = 2.

Reasoning check: State the invariant or definition that makes the method valid."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:core","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","3/2","d²y/dt² ⟂ d²x/dt² ⟂ dx/dt ⟂ 3/2","That is the shortcut (d²y/dt²)/(d²x/dt²) = 6t/2 = 3t, and it is WRONG. The second derivative is the derivative of the SLOPE with respect to t, divided by dx/dt: (3/2)/(4) = 0.375."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:core","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","3/2","d/dt[dy/dx] ⟂ 3/2 ⟂ dx/dt","That is d/dt[dy/dx] = 3/2. It must still be divided by dx/dt = 2t = 4."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:core","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","","dy/dx","That is dy/dx itself at t = 2, not its derivative."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:core","widget.fallbackFeedback","arithmetic-off","gained-derivative","3/2","d/dt[3t/2] ⟂ 3/2 ⟂ dx/dt","d/dt[3t/2] = 3/2, and dividing by dx/dt = 4 gives 0.375."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:core","widget.prompt","arithmetic-off","gained-derivative","","dy/dx ⟂ d²y/dx²","x = t², y = t³, so dy/dx = 3t/2. Find d²y/dx² at t = 2.

Reasoning check: Connect the visual, numerical, and symbolic representations."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:core","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","3/2","d²y/dt² ⟂ d²x/dt² ⟂ dx/dt ⟂ 3/2","That is the shortcut (d²y/dt²)/(d²x/dt²) = 6t/2 = 3t, and it is WRONG. The second derivative is the derivative of the SLOPE with respect to t, divided by dx/dt: (3/2)/(4) = 0.375."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:core","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","3/2","d/dt[dy/dx] ⟂ 3/2 ⟂ dx/dt","That is d/dt[dy/dx] = 3/2. It must still be divided by dx/dt = 2t = 4."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:core","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","","dy/dx","That is dy/dx itself at t = 2, not its derivative."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:core","widget.fallbackFeedback","arithmetic-off","gained-derivative","3/2","d/dt[3t/2] ⟂ 3/2 ⟂ dx/dt","d/dt[3t/2] = 3/2, and dividing by dx/dt = 4 gives 0.375."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:core","widget.prompt","arithmetic-off","gained-derivative","","dy/dx ⟂ d²y/dx²","x = t², y = t³, so dy/dx = 3t/2. Find d²y/dx² at t = 2.

Reasoning check: Connect the visual, numerical, and symbolic representations."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:core","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","3/2","d²y/dt² ⟂ d²x/dt² ⟂ dx/dt ⟂ 3/2","That is the shortcut (d²y/dt²)/(d²x/dt²) = 6t/2 = 3t, and it is WRONG. The second derivative is the derivative of the SLOPE with respect to t, divided by dx/dt: (3/2)/(4) = 0.375."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:core","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","3/2","d/dt[dy/dx] ⟂ 3/2 ⟂ dx/dt","That is d/dt[dy/dx] = 3/2. It must still be divided by dx/dt = 2t = 4."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:core","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","","dy/dx","That is dy/dx itself at t = 2, not its derivative."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:core","widget.fallbackFeedback","arithmetic-off","gained-derivative","3/2","d/dt[3t/2] ⟂ 3/2 ⟂ dx/dt","d/dt[3t/2] = 3/2, and dividing by dx/dt = 4 gives 0.375."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dy/dx ⟂ d²y/dx²","x = t², y = t³, so dy/dx = 3t/2. Find d²y/dx² at t = 2.

Reasoning check: Explain why the method still works after the parameters are changed."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:stretch","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","3/2","d²y/dt² ⟂ d²x/dt² ⟂ dx/dt ⟂ 3/2","That is the shortcut (d²y/dt²)/(d²x/dt²) = 6t/2 = 3t, and it is WRONG. The second derivative is the derivative of the SLOPE with respect to t, divided by dx/dt: (3/2)/(4) = 0.375."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:stretch","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","3/2","d/dt[dy/dx] ⟂ 3/2 ⟂ dx/dt","That is d/dt[dy/dx] = 3/2. It must still be divided by dx/dt = 2t = 4."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:stretch","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","","dy/dx","That is dy/dx itself at t = 2, not its derivative."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:stretch","widget.fallbackFeedback","arithmetic-off","gained-derivative","3/2","d/dt[3t/2] ⟂ 3/2 ⟂ dx/dt","d/dt[3t/2] = 3/2, and dividing by dx/dt = 4 gives 0.375."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dy/dx ⟂ d²y/dx²","x = t², y = t³, so dy/dx = 3t/2. Find d²y/dx² at t = 2.

Reasoning check: Check both the numerical result and the logical conditions that permit it."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:stretch","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","3/2","d²y/dt² ⟂ d²x/dt² ⟂ dx/dt ⟂ 3/2","That is the shortcut (d²y/dt²)/(d²x/dt²) = 6t/2 = 3t, and it is WRONG. The second derivative is the derivative of the SLOPE with respect to t, divided by dx/dt: (3/2)/(4) = 0.375."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:stretch","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","3/2","d/dt[dy/dx] ⟂ 3/2 ⟂ dx/dt","That is d/dt[dy/dx] = 3/2. It must still be divided by dx/dt = 2t = 4."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:stretch","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","","dy/dx","That is dy/dx itself at t = 2, not its derivative."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:stretch","widget.fallbackFeedback","arithmetic-off","gained-derivative","3/2","d/dt[3t/2] ⟂ 3/2 ⟂ dx/dt","d/dt[3t/2] = 3/2, and dividing by dx/dt = 4 gives 0.375."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dy/dx ⟂ d²y/dx²","x = t², y = t³, so dy/dx = 3t/2. Find d²y/dx² at t = 2.

Reasoning check: Give a definition-level justification and audit every hidden assumption."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:stretch","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","3/2","d²y/dt² ⟂ d²x/dt² ⟂ dx/dt ⟂ 3/2","That is the shortcut (d²y/dt²)/(d²x/dt²) = 6t/2 = 3t, and it is WRONG. The second derivative is the derivative of the SLOPE with respect to t, divided by dx/dt: (3/2)/(4) = 0.375."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-second-derivative__numeric:stretch","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","3/2","d/dt[dy/dx] ⟂ 3/2 ⟂ dx/dt","That is d/dt[dy/dx] = 3/2. It must still be divided by dx/dt = 2t = 4."
